time_sow,X_m,Y_m,Z_m
172800,14503156.638072161,-18009401.88905079,13025290.76334524
172830,14457333.521965869,-17991170.968639866,13101364.546412656
172860,14411671.004483502,-17972538.909035433,13177186.856082547
172890,14366172.5946181,-17953507.135380466,13252756.239571145
172920,14320841.788744818,-17934077.103496492,13328071.248991255
172950,14275682.070352703,-17914250.29977171,13403130.441380043
172980,14230696.909777269,-17894028.241046585,13477932.378726719
173010,14185889.76393444,-17873412.474497117,13552475.62800013
173040,14141264.076055204,-17852404.57751591,13626758.761176236
173070,14096823.275421768,-17831006.157590516,13700780.355265489
173100,14052570.77710421,-17809218.852180086,13774538.992340114
173130,14008509.981698655,-17787044.328589246,13848033.2595613
173160,13964644.275066571,-17764484.283839736,13921261.749206293
173190,13920977.028074756,-17741540.44454017,13994223.058695331
173220,13877511.596337091,-17718214.566752896,14066915.790618563
173250,13834251.319957037,-17694508.435859162,14139338.552762793
173280,13791199.523271572,-17670423.86642159,14211489.958138142
173310,13748359.514596105,-17645962.70204486,14283368.625004632
173340,13705734.58597081,-17621126.81523376,14354973.176898627
173370,13663328.01290835,-17595918.107249156,14426302.242659196
173400,13621143.05414233,-17570338.507962015,14497354.456454333
173430,13579182.951377753,-17544389.97570474,14568128.457807135
173460,13537450.92904225,-17518074.49712079,14638622.89162179
173490,13495950.194038982,-17491394.087011747,14708836.408209532
173520,13454683.935500637,-17464350.78818256,14778767.66331446
173550,13413655.324544827,-17436946.671284523,14848415.318139212
173580,13372867.51403125,-17409183.834655847,14917778.039370585
173610,13332323.638319694,-17381064.4041606,14986854.499205038
173640,13292026.81302985,-17352590.533025164,15055643.375374041
173670,13251980.13480244,-17323764.401672747,15124143.351169374
173700,13212186.681061842,-17294588.217555758,15192353.115468243
173730,13172649.509780176,-17265064.21498615,15260271.36275838
173760,13133371.659242846,-17235194.65496371,15327896.793162934
173790,13094356.147815788,-17204981.825002193,15395228.112465298
173820,13055605.973713936,-17174428.03895363,15462264.03213386
173850,13017124.114771545,-17143535.6368304,15529003.269346526
173880,12978913.528213793,-17112306.984625567,15595444.547015274
173910,12940977.150430439,-17080744.474130753,15661586.593810475
173940,12903317.89675046,-17048850.52275265,15727428.14418516
173970,12865938.661218803,-17016627.573327083,15792967.93839918
174000,12828842.31637453,-16984078.093931403,15858204.722543174
174030,12792031.713030852,-16951204.5776947,15923137.248562539
174060,12755509.68005639,-16918009.542606443,15987764.27428118
174090,12719279.024158644,-16884495.531322896,16052084.563425187
174120,12683342.529668959,-16850665.1109717,16116096.885646408
174150,12647702.95832901,-16816520.87295482,16179800.016545879
174180,12612363.049079353,-16782065.432749335,16243192.737697123
174210,12577325.517849531,-16747301.42970656,16306273.836669387
174240,12542593.05735004,-16712231.526849277,16369042.107050704
174270,12508168.336866032,-16676858.410667162,16431496.348470854
174300,12474054.002052812,-16641184.790910462,16493635.36662421
174330,12440252.674733307,-16605213.400381736,16555457.97329247
174360,12406766.952697106,-16568946.9947261,16616962.98636724
174390,12373599.409501469,-16532388.352219533,16678149.229872534
174420,12340752.59427434,-16495540.273555405,16739015.53398711
174450,12308229.031519156,-16458405.581629401,16799560.735066738
174480,12276031.220921313,-16420987.121322803,16859783.67566628
174510,12244161.637156881,-16383287.759283958,16919683.2045617
174540,12212622.729703186,-16345310.383708026,16979258.176771943
174570,12181416.922650997,-16307057.904115416,17038507.453580655
174600,12150546.614519177,-16268533.251128143,17097429.90255783
174630,12120014.178070886,-16229739.376244886,17156024.39758127
174660,12089821.960132066,-16190679.251614299,17214289.81885799
174690,12059972.281411618,-16151355.869806865,17272225.05294547
174720,12030467.436323842,-16111772.24358509,17329828.992772713
174750,12001309.692812795,-16071931.40567212,17387100.53766135
174780,11972501.292178683,-16031836.408518992,17444038.593346387
174810,11944044.448906332,-15991490.324070217,17500642.071997035
174840,11915941.350495646,-15950896.243527967,17556909.892237272
174870,11888194.157294368,-15910057.277114652,17612840.979166362
174900,11860805.002332492,-15868976.553834377,17668434.264379222
174930,11833775.991159238,-15827657.221232528,17723688.685986605
174960,11807109.201681964,-15786102.445154177,17778603.188635238
174990,11780806.684007024,-15744315.409501176,17833176.7235278
175020,11754870.460283076,-15702299.315987647,17887408.248442754
175050,11729302.524546219,-15660057.383894337,17941296.727754056
175080,11704104.8425677,-15617592.849821344,17994841.13245075
175110,11679279.351703329,-15574908.967439847,18048040.440156415
175140,11654827.960745377,-15532009.007242344,18100893.635148514
175170,11630752.549776668,-15488896.256291576,18153399.70837753
175200,11607054.970026676,-15445574.017968344,18205557.65748609
175230,11583737.043730063,-15402045.611717924,18257366.486827847
175260,11560800.563987216,-15358314.372795409,18308825.207486317
175290,11538247.294627387,-15314383.65200959,18359932.837293502
175320,11516078.970073637,-15270256.815465977,18410688.400848463
175350,11494297.295210328,-15225937.244308436,18461090.929535683
175380,11472903.945252815,-15181428.334459731,18511139.461543363
175410,11451900.565619417,-15136733.49636094,18560833.041881535
175440,11431288.771805637,-15091856.154709809,18610170.72240006
175470,11411070.14926073,-15046799.748197926,18659151.561806507
175500,11391246.25326664,-15001567.729246894,18707774.62568386
175530,11371818.608819056,-14956163.56374347,18756038.98650813
175560,11352788.710510932,-14910590.730773691,18803943.723665807
175590,11334158.022418404,-14864852.722355857,18851487.923471194
175620,11315927.977988986,-14818953.043172672,18898670.67918355
175650,11298099.979931988,-14772895.21030242,18945491.091024216
175680,11280675.40011148,-14726682.752949117,18991948.26619347
175710,11263655.579441618,-14680319.21217177,19038041.318887316
175740,11247041.827784196,-14633808.140612746,19083769.370314144
175770,11230835.423848625,-14587153.102225356,19129131.54871121
175800,11215037.615094492,-14540357.672000319,19174126.989361014
175830,11199649.617636364,-14493425.435691603,19218754.834607545
175860,11184672.616150873,-14446359.989541458,19263014.233872324
175890,11170107.763786476,-14399164.94000454,19306904.3436704
175920,11155956.182075467,-14351843.90347129,19350424.327626143
175950,11142218.960848464,-14304400.505990587,19393573.356488913
175980,11128897.158151353,-14256838.382991679,19436350.60814862
176010,11115991.800164584,-14209161.179005343,19478755.267651066
176040,11103503.88112511,-14161372.547384359,19520786.527213257
176070,11091434.36325042,-14113476.150023483,19562443.5862385
176100,11079784.176665425,-14065475.657078493,19603725.651331343
176130,11068554.219331663,-14017374.746684771,19644631.936312452
176160,11057745.35697877,-13969177.104675334,19685161.662233297
176190,11047358.423038736,-13920886.42429814,19725314.057390682
176220,11037394.2185824,-13872506.405932968,19765088.357341155
176250,11027853.512258708,-13824040.75680755,19804483.804915328
176280,11018737.040235987,-13775493.190713597,19843499.650231916
176310,11010045.506146263,-13726867.427721772,19882135.15071182
176340,11001779.58103176,-13678167.193896592,19920389.571091887
176370,10993939.903293809,-13629396.22101087,19958262.18343865
176400,10986527.078644598,-13580558.246259414,19995752.267161895
176430,16283303.115408553,-6205652.338825725,20032858.928316794
176460,16253087.784552554,-6166573.080867207,20069581.82058745
176490,16223215.265782587,-6127230.804142228,20105920.066757396
176520,16193687.852374943,-6087628.520908292,20141872.97574253
176550,16164507.811140642,-6047769.263359655,20177439.863867555
176580,16135677.382252011,-6007656.083394762,20212620.05487869
176610,16107198.779071514,-5967292.052381969,20247412.879956238
176640,16079074.187982444,-5926680.260923909,20281817.677726973
176670,16051305.768221848,-5885823.818620373,20315833.794276383
176700,16023895.651715444,-5844725.853829714,20349460.583160855
176730,15996845.942914674,-5803389.51342883,20382697.40541957
176760,15970158.71863581,-5761817.962571783,20415543.629586365
176790,15943836.027901331,-5720014.384446841,20447998.631701443
176820,15917879.891783202,-5677981.980032481,20480061.795322854
176850,15892292.303248513,-5635723.967851719,20511732.511537913
176880,15867075.227007192,-5593243.583725163,20543010.17897446
176910,15842230.599361842,-5550544.080522954,20573894.203811932
176940,15817760.328059847,-5507628.727915113,20604383.99979233
176970,15793666.292147586,-5464500.812120941,20634478.988231007
177000,15769950.341826959,-5421163.6356566455,20664178.598027356
177030,15746614.29831401,-5377620.517082376,20693482.265675295
177060,15723659.953699816,-5333874.790747539,20722389.43527365
177090,15701089.070813714,-5289929.806535052,20750899.558536366
177120,15678903.383088531,-5245788.92960455,20779012.094802555
177150,15657104.594428388,-5201455.540134268,20806726.51104648
177180,15635694.379078455,-5156933.033061813,20834042.281887244
177210,15614674.381497277,-5112224.817823779,20860958.889598507
177240,15594046.216231102,-5067334.3180944305,20887475.8241179
177270,15573811.467790745,-5022264.971523139,20913592.58305639
177300,15553971.690530613,-4977020.229470661,20939308.671707444
177330,15534528.408530086,-4931603.556744688,20964623.603056066
177360,15515483.115477223,-4886018.431334176,20989536.897787727
177390,15496837.274554806,-4840268.344142567,21014048.08429702
177420,15478592.318328729,-4794356.798720175,21038156.698696326
177450,15460749.648638684,-4748287.310995699,21061862.284824204
177480,15443310.636491269,-4702063.409006608,21085164.394253727
177510,15426276.621955447,-4655688.632628593,21108062.586300574
177540,15409648.914060337,-4609166.533304397,21130556.428031057
177570,15393428.790695444,-4562500.673771385,21152645.49426997
177600,15377617.498513198,-4515694.627788635,21174329.36760824
177630,15362216.252834033,-4468751.979862699,21195607.638410516
177660,15347226.23755365,-4421676.324973289,21216479.904822547
