time_sow,X_m,Y_m,Z_m
172800,16227703.50903916,8670992.59052797,-19506954.604959276
172830,16181888.926733302,8669318.35392915,-19544949.813340254
172860,16136070.19007048,8668049.710848827,-19582581.3379627
172890,16090250.804851323,8667186.671571013,-19619848.455893468
172920,16044434.276775237,8666729.215835068,-19656750.45069424
172950,15998624.111176603,8666677.292836571,-19693286.612435356
172980,15952823.812761132,8667030.821230266,-19729456.237709515
173010,15907036.885342138,8667789.689135436,-19765258.629645463
173040,15861266.831576863,8668953.754143523,-19800693.09792154
173070,15815517.152702902,8670522.843327925,-19835758.95877911
173100,15769791.348274656,8672496.753256168,-19870455.535035986
173130,15724092.915899921,8674875.250004273,-19904782.15609969
173160,15678425.350976525,8677658.069173504,-19938738.157980617
173190,15632792.146429256,8680844.915909082,-19972322.88330519
173220,15587196.792446675,8684435.46492165,-20005535.681328863
173250,15541642.776218455,8688429.360510482,-20038375.90794897
173280,15496133.581672478,8692826.216589496,-20070842.925717663
173310,15450672.689212665,8697625.61671485,-20102936.10385455
173340,15405263.575456595,8702827.114115462,-20134654.818259362
173370,15359909.712973464,8708430.231725547,-20165998.451524563
173400,15314614.570022602,8714434.462219138,-20196966.39294772
173430,15269381.610291917,8720839.26804721,-20227558.0385439
173460,15224214.29263686,8727644.081476964,-20257772.791057944
173490,15179116.070819536,8734848.304633426,-20287610.059976652
173520,15134090.393248484,8742451.309542911,-20317069.261540834
173550,15089140.702718455,8750452.438179303,-20346149.81875732
173580,15044270.436150722,8758851.002512263,-20374851.16141084
173610,14999483.02433403,8767646.284557477,-20403172.726075806
173640,14954781.89166545,8776837.536429653,-20431113.956128065
173670,14910170.455892209,8786423.980397277,-20458674.301756438
173700,14865652.127853591,8796404.808939971,-20485853.219974283
173730,14821230.311223622,8806779.184807599,-20512650.174630884
173760,14776908.402253982,8817546.24108214,-20539064.636422776
173790,14732689.789517604,8828705.08124148,-20565096.082904946
173820,14688577.853652779,8840254.779225359,-20590743.998501997
173850,14644575.967107847,8852194.37950363,-20616007.87451914
173880,14600687.493886327,8864522.897146806,-20640887.209153138
173910,14556915.789292797,8877239.317898687,-20665381.507503137
173940,14513264.199679295,8890342.598251168,-20689490.28158141
173970,14469736.0621925,8903831.6655212,-20713213.050323952
174000,14426334.704521228,8917705.41793021,-20736549.339601092
174030,14383063.444645021,8931962.724685356,-20759498.68222786
