time_sow,X_m,Y_m,Z_m
172800,2386022.5322935283,-16648283.878988758,-20638611.09001651
172830,2411592.3363177273,-16605999.730896082,-20670063.039779235
172860,2437531.486775507,-16563943.224903006,-20701122.062059212
172890,2463837.9826874817,-16522117.589234892,-20731787.579852637
172920,2490509.794980419,-16480526.034415245,-20762059.023617234
172950,2517544.866643007,-16439171.753021684,-20791935.831281733
172980,2544941.1128844274,-16398057.919443155,-20821417.448255356
173010,2572696.4212943725,-16357187.68963866,-20850503.327437025
173040,2600808.6520057544,-16316564.200897286,-20879192.92922452
173070,2629275.637859176,-16276190.571599705,-20907485.72152348
173100,2658095.184569386,-16236069.900981246,-20935381.179756224
173130,2687265.0708940225,-16196205.268896185,-20962878.786870535
173160,2716783.048804407,-16156599.735583782,-20989978.033348206
173190,2746646.843658004,-16117256.341435652,-21016678.417213507
173220,2776854.154373261,-16078178.106764803,-21042979.444041446
173250,2807402.6536062965,-16039368.031576008,-21068880.626966022
173280,2838289.987929755,-16000829.095337931,-21094381.48668819
173310,2869513.7780131,-15962564.256756827,-21119481.55148376
173340,2901071.6188056534,-15924576.453551568,-21144180.35721125
173370,2932961.079720973,-15886868.602230646,-21168477.44731938
173400,2965179.704823167,-15849443.597870614,-21192372.37285462
173430,2997725.0130157135,-15812304.313896043,-21215864.69246853
173460,3030594.49823137,-15775453.601861442,-21238953.972424977
173490,3063785.6296247263,-15738894.291234573,-21261639.78660718
173520,3097295.8517659176,-15702629.189181643,-21283921.71652466
173550,3131122.5848368723,-15666661.080354052,-21305799.351320036
173580,3165263.224828884,-15630992.726677023,-21327272.287775658
173610,3199715.1437422084,-15595626.86713986,-21348340.130320147
173640,3234475.6897875443,-15560566.217587959,-21369002.49103477
173670,3269542.1875891453,-15525813.470516695,-21389258.989659667
173700,3304911.9383899495,-15491371.294866905,-21409109.253599986
173730,3340582.2202580925,-15457242.335822418,-21428552.9179318
173760,3376550.2882955726,-15423429.214609163,-21447589.625407983
173790,3412813.3748484217,-15389934.528296273,-21466219.026463848
173820,3449368.689718618,-15356760.849598976,-21484440.779222753
173850,3486213.4203777504,-15323910.726683281,-21502254.54950147
173880,3523344.7321822746,-15291386.682972722,-21519660.01081546
173910,3560759.768590698,-15259191.216956727,-21536656.84438406
173940,3598455.651381931,-15227326.80200117,-21553244.739135377
173970,3636429.4808757026,-15195795.88616066,-21569423.391711246
174000,3674678.336154617,-15164600.891992733,-21585192.506471906
174030,3713199.2752873176,-15133744.21637421,-21600551.795500595
174060,3751989.3355538095,-15103228.230319273,-21615500.97860796
174090,3791045.5336719486,-15073055.278799629,-21630039.78333641
174120,3830364.866025838,-15043227.68056665,-21644167.94496424
174150,3869944.308895269,-15013747.727975514,-21657885.206509687
174180,3909780.818687198,-14984617.686811332,-21671191.318734795
174210,3949871.3321682154,-14955839.796117393,-21684086.04014919
174240,3990212.766699186,-14927416.26802522,-21696569.137013674
174270,4030802.0204704558,-14899349.287586983,-21708640.383343723
174300,4071635.972739213,-14871641.012609784,-21720299.56091278
174330,4112711.4840680184,-14844293.573491992,-21731546.459255494
174360,4154025.3965647616,-14817309.073061781,-21742380.875670753
174390,4195574.534123799,-14790689.586417807,-21752802.61522462
174420,4237355.702668961,-14764437.160771716,-21762811.49075311
174450,4279365.6903974265,-14738553.81529314,-21772407.322864827
174480,4321601.268025126,-14713041.540956588,-21781589.93994348
174510,4364059.189033486,-14687902.300390555,-21790359.178150244
174540,4406736.189917452,-14663138.027728787,-21798714.88142597
174570,4449628.990434727,-14638750.628463741,-21806656.90149333
174600,4492734.293856261,-14614741.9793022,-21814185.097858716
174630,4536048.787218202,-14591113.928023003,-21821299.33781408
174660,4579569.141574676,-14567868.29333718,-21827999.49643859
174690,4623292.012252188,-14545006.864750039,-21834285.456600185
174720,4667214.039104782,-14522531.40242573,-21840157.108956993
174750,4711331.846770879,-14500443.637053797,-21845614.351958547
174780,4755642.044930631,-14478745.269718194,-21850657.091846943
174810,4800141.2285649385,-14457437.9717684,-21855285.2426578
174840,4844825.978215389,-14436523.384692833,-21859498.726221155
174870,4889692.860245079,-14416003.119994596,-21863297.47216212
174900,4934738.4271009,-14395878.759069387,-21866681.417901475
174930,4979959.217576358,-14376151.853085866,-21869650.508656118
174960,5025351.757076051,-14356823.922868079,-21872204.697439328
174990,5070912.557880456,-14337896.458780488,-21874343.94506096
175020,5116638.119412382,-14319370.920614978,-21876068.22012745
175050,5162524.928503711,-14301248.737480564,-21877377.49904168
175080,5208569.459663774,-14283531.307695027,-21878271.76600276
175110,5254768.175347993,-14266219.998679262,-21878751.013005618
175140,5301117.526227967,-14249316.1468537,-21878815.239840467
175170,5347613.951462051,-14232821.057537232,-21878464.454092134
