time_sow,X_m,Y_m,Z_m
172800,-14239915.914236281,12894098.877237868,17657144.462118298
172830,-14212637.545748353,12853665.518566927,17708179.20998178
172860,-14185699.168131322,12812981.449314268,17758856.305387534
172890,-14159102.983193116,12772049.69053863,17809174.715902235
172920,-14132851.166190388,12730873.283024807,17859133.416668743
172950,-14106945.865652647,12689455.28704513,17908731.390430678
172980,-14081389.20320839,12647798.782119561,17957967.627556928
173010,-14056183.273413599,12605906.86677399,18006841.126065876
173040,-14031330.14358231,12563782.65829709,18055350.89164941
173070,-14006831.853619393,12521429.29249555,18103495.93769676
173100,-13982690.415855573,12478849.923447931,18151275.28531813
173130,-13958907.81488464,12436047.723256914,18198687.963368088
173160,-13935486.00740297,12393025.881799998,18245733.00846875
173190,-13912426.922051143,12349787.60647903,18292409.465032786
173220,-13889732.459257985,12306336.121967975,18338716.385286186
173250,-13867404.491086818,12262674.669959513,18384652.829290796
173280,-13845444.861084076,12218806.508910013,18430217.864966698
173310,-13823855.384130027,12174734.91378344,18475410.5681143
173340,-13802637.846292056,12130463.175793622,18520230.02243628
173370,-13781794.004680138,12085994.602145368,18564675.319559265
173400,-13761325.587304661,12041332.515774198,18608745.55905531
173430,-13741234.292936657,11996480.255084816,18652439.848463174
173460,-13721521.790970318,11951441.173688354,18695757.303309344
173490,-13702189.721288031,11906218.64013823,18738697.047128875
173520,-13683239.694127575,11860816.037665036,18781258.211485974
173550,-13664673.289951911,11815236.763910038,18823439.935994394
173580,-13646492.0593214,11769484.230657421,18865241.368337583
173610,-13628697.522768153,11723561.86356579,18906661.664288636
173640,-13611291.170673236,11677473.101897987,18947699.98773002
173670,-13594274.463145947,11631221.398250235,18988355.510673
173700,-13577648.829905832,11584810.218279928,19028627.413277
173730,-13561415.670166893,11538243.040432587,19068514.88386856
173760,-13545576.35252444,11491523.355667599,19108017.118960198
173790,-13530132.214844497,11444654.667182935,19147133.323268987
173820,-13515084.564155426,11397640.490139032,19185862.709734917
173850,-13500434.676542247,11350484.35138163,19224204.49953901
173880,-13486183.797043506,11303189.789163528,19262157.92212126
173910,-13472333.139550563,11255760.352865536,19299722.215198286
173940,-13458883.886709344,11208199.602716621,19336896.62478079
173970,-13445837.189824771,11160511.109513007,19373680.405190755
174000,-13433194.168767609,11112698.454336487,19410072.819078453
174030,-13420955.911884049,11064765.228271842,19446073.13743919
174060,-13409123.475907546,11016715.032123622,19481680.639629845
174090,-13397697.88587348,10968551.476131968,19516894.613385115
174120,-13386680.135036297,10920278.179687738,19551714.35483363
174150,-13376071.184789209,10871898.771046909,19586139.168513756
174180,-13365871.96458649,10823416.887044229,19620168.367389176
174210,-13356083.371868376,10774836.17280626,19653801.272864252
174240,-13346706.271988576,10726160.281463584,19687037.21479916
174270,-13337741.498144303,10677392.873862632,19719875.531524766
174300,-13329189.851308985,10628537.618276699,19752315.56985727
174330,-13321052.10016763,10579598.19011627,19784356.68511265
174360,-13313328.981054667,10530578.27163918,19815998.241120808
174390,-13306021.19789458,10481481.551659752,19847239.610239524
174420,-13299129.422144938,10432311.725257825,19878080.17336818
174450,-13292654.292742435,10383072.493486857,19908519.319961183
174480,-13286596.416051121,10333767.56308202,19938556.448041253
174510,-13280956.365813581,10284400.646167532,19968190.96421237
174540,-13275734.683104692,10234975.459963607,19997422.283672515
174570,-13270931.876287926,10185495.726493169,20026249.83022624
174600,-13266548.42097444,10135965.17228795,20054673.03629688
174630,-13262584.759984655,10086387.528094605,20082691.342938628
174660,-13259041.30331286,10036766.52857983,20110304.1998483
