time_sow,X_m,Y_m,Z_m
172800,-4438226.124885838,-14988673.870831478,21544978.07824448
172830,-4393112.100669791,-15003737.519023925,21542889.69578401
172860,-4348132.170727439,-15019197.225238184,21540391.527148176
172890,-4303289.783462527,-15035051.780743109,21537483.588038556
172920,-4258588.37670775,-15051299.946639886,21534165.90190127
172950,-4214031.377461404,-15067940.453954048,21530438.49992895
172980,-4169622.201625023,-15084972.003729751,21526301.421062574
173010,-4125364.253741495,-15102393.26712647,21521754.711993188
173040,-4081260.9267342757,-15120202.885517903,21516798.427163444
173070,-4037315.601647495,-15138399.47059309,21511432.62876906
173100,-3993531.6473864783,-15156981.604460014,21505657.386760075
173130,-3949912.420459804,-15175947.839751212,21499472.77884201
173160,-3906461.2647216357,-15195296.699731864,21492878.890476856
173190,-3863181.511115605,-15215026.678409934,21485875.814883932
173220,-3820076.4774190006,-15235136.240648782,21478463.65304063
173250,-3777149.4679884724,-15255623.822281754,21470642.513682965
173280,-3734403.773506261,-15276487.830229279,21462412.51330603
173310,-3691842.670727954,-15297726.642617878,21453773.776164267
173340,-3649469.4222307997,-15319338.60890163,21444726.434271656
173370,-3607287.276163041,-15341322.049985796,21435270.62740168
173400,-3565299.4659948433,-15363675.258352514,21425406.50308724
173430,-3523509.210269924,-15386396.49818872,21415134.216620333
173460,-3481919.7123580896,-15409484.005516397,21404453.931051668
173490,-3440534.160209232,-15432935.988324806,21393365.817190092
173520,-3399355.7261084896,-15456750.62670493,21381870.053601883
173550,-3358387.566432377,-15480926.072986042,21369966.826609895
173580,-3317632.8214059686,-15505460.451874541,21357656.33029259
173610,-3277094.6148617426,-15530351.86059471,21344938.7664829
173640,-3236776.05399912,-15555598.369031731,21331814.344766907
173670,-3196680.229145635,-15581198.019876778,21318283.282482456
173700,-3156810.2135191336,-15607148.828774143,21304345.804717597
173730,-3117169.0629912564,-15633448.784470554,21290002.144308843
173760,-3077759.8158523235,-15660095.848966481,21275252.541839328
173790,-3038585.492577376,-15687087.957669547,21260097.2456368
173820,-2999649.0955937793,-15714423.01954994,21244536.511771478
173850,-2960953.6090498427,-15742098.917297913,21228570.60405376
173880,-2922501.9985850765,-15770113.507483335,21212199.794031795
173910,-2884297.2111015525,-15798464.620717207,21195424.36098888
173940,-2846342.174537084,-15827150.061815169,21178244.59194073
173970,-2808639.797639408,-15856167.609963043,21160660.781632654
174000,-2771192.969741918,-15885515.01888439,21142673.23253647
174030,-2734004.5605408708,-15915190.01700995,21124282.254847374
174060,-2697077.419874236,-15945190.307649106,21105488.166480612
174090,-2660414.3775017736,-15975513.569163177,21086291.293068063
