time_sow,X_m,Y_m,Z_m
172800,12119613.06991434,12224857.492612198,-20424383.477283504
172830,12126625.189134452,12272001.963241395,-20390508.427811433
172860,12134053.477818033,12319087.184519589,-20356249.506269313
172890,12141897.37590249,12366109.503854102,-20321607.310671747
172920,12150156.291401219,12413065.273375046,-20286582.446275707
172950,12158829.600443305,12459950.850213487,-20251175.52557334
172980,12167916.647315724,12506762.59677926,-20215387.168284494
173010,12177416.74450814,12553496.881038137,-20179218.00134931
173040,12187329.172759864,12600150.076789066,-20142668.658920567
173070,12197653.181109164,12646718.563940901,-20105739.782355882
173100,12208387.98694541,12693198.728788523,-20068432.020209882
173130,12219532.776063204,12739586.964288704,-20030746.028226137
173160,12231086.702718887,12785879.670335814,-19992682.469329022
173190,12243048.889689872,12832073.25403647,-19954242.01361547
173220,12255418.42833598,12878164.129984124,-19915425.338346507
173250,12268194.378663145,12924148.720533252,-19876233.12793872
173280,12281375.769389812,12970023.456072584,-19836666.07395562
173310,12294961.598015442,13015784.775298225,-19796724.875098795
173340,12308950.830891572,13061429.125485843,-19756410.237198986
173370,12323342.403295044,13106952.96276269,-19715722.87320703
173400,12338135.219503773,13152352.752378672,-19674663.50318464
173430,12353328.152874863,13197624.968976943,-19633232.85429506
173460,12368920.045925044,13242766.096863752,-19591431.66079366
173490,12384909.710413277,13287772.630277965,-19549260.66401828
173520,12401295.927426184,13332641.073659306,-19506720.612379503
173550,12418077.447465258,13377367.941916551,-19463812.261350825
173580,12435252.990536798,13421949.760694496,-19420536.373458635
173610,12452821.246244082,13466383.066640347,-19376893.718272116
173640,12470780.873881683,13510664.40766959,-19332885.072392922
173670,12489130.502532454,13554790.343230546,-19288511.21944486
173700,12507868.731166413,13598757.444568658,-19243772.95006331
173730,12526994.128742244,13642562.294989685,-19198671.06188458
173760,12546505.23431108,13686201.490121918,-19153206.35953513
173790,12566400.557122296,13729671.638177935,-19107379.654620606
173820,12586678.576731905,13772969.36021508,-19061191.765714813
173850,12607337.74311313,13816091.290395249,-19014643.518348493
173880,12628376.476769203,13859034.07624361,-18967735.74499802
173910,12649793.168848293,13901794.378906636,-18920469.285073925
173940,12671586.181261096,13944368.873408811,-18872844.98490926
173970,12693753.84680032,13986754.248908607,-18824863.697747964
174000,12716294.469262408,14028947.208953395,-18776526.28373288
174030,12739206.323571706,14070944.471733363,-18727833.609893832
174060,12762487.655906701,14112742.770334281,-18678786.550135452
174090,12786136.68382859,14154338.852989223,-18629385.985224932
174120,12810151.59641181,14195729.483329426,-18579632.802779593
174150,12834530.554377055,14236911.440633763,-18529527.897254366
174180,12859271.690226365,14277881.520077193,-18479072.169929102
174210,12884373.108380362,14318636.53297809,-18428266.52889576
174240,12909832.885317523,14359173.307044575,-18377111.88904548
174270,12935649.069716068,14399488.686619215,-18325609.172055464
174300,12961819.682597416,14439579.532923076,-18273759.306375794
174330,12988342.717472171,14479442.724298185,-18221563.22721606
174360,13015216.140488205,14519075.156448813,-18169021.876531873
174390,13042437.890580561,14558473.742681729,-18116136.20301124
174420,13070005.879623957,14597635.414144818,-18062907.162060805
174450,13097917.992586855,14636557.120064791,-18009335.71579197
174480,13126172.087688006,14675235.827983316,-17955422.833006818
174510,13154765.996554999,14713668.523991814,-17901169.489183985
174540,13183697.524384651,14751852.212965187,-17846576.66646435
174570,13212964.450105723,14789783.918793915,-17791645.35363656
174600,13242564.526543602,14827460.684614768,-17736376.546122514
