time_sow,X_m,Y_m,Z_m
172800,6200323.119151106,21733512.984416965,-13946209.275506051
172830,6232767.473745046,21771086.862727642,-13872861.662914125
172860,6265539.313789723,21808375.198039487,-13799248.303977156
172890,6298636.127008669,21845375.132588353,-13725370.607102064
172920,6332055.376204884,21882083.830700632,-13651229.985780388
172950,6365794.499454888,21918498.47901077,-13576827.858561315
172980,6399850.910305106,21954616.286676943,-13502165.64902462
173010,6434221.997969644,21990434.485595133,-13427244.785753494
173040,6468905.127530247,22025950.33061137,-13352066.702307262
173070,6503897.640137829,22061161.099732332,-13276632.837194035
173100,6539196.853216271,22096064.09433402,-13200944.633843267
173130,6574800.060667633,22130656.639368773,-13125003.540578147
173160,6610704.53307922,22164936.08357045,-13048811.010588001
173190,6646907.517932786,22198899.7996577,-12972368.501900515
173220,6683406.239815086,22232545.184535563,-12895677.477353895
173250,6720197.900630429,22265869.659495085,-12818739.404568924
173280,6757279.679814812,22298870.670411117,-12741555.755920954
173310,6794648.734552028,22331545.687938225,-12664128.008511756
173340,6832302.199991276,22363892.20770469,-12586457.644141316
173370,6870237.189466372,22395907.750504673,-12508546.149279535
173400,6908450.794716999,22427589.862488333,-12430395.015037777
173430,6946940.086111237,22458936.11535008,-12352005.737140456
173460,6985702.112870094,22489944.106514826,-12273379.81589639
173490,7024733.903293122,22520611.459322415,-12194518.756170148
173520,7064032.4649861725,22550935.823209826,-12115424.067353299
173550,7103594.785090769,22580914.873891532,-12036097.263335528
173580,7143417.83051434,22610546.313537885,-11956539.862475736
173610,7183498.548162904,22639827.870951325,-11876753.38757299
173640,7223833.865174697,22668757.30174072,-11796739.365837393
173670,7264420.689155592,22697332.388493463,-11716499.328860924
173700,4309158.033083788,23478684.013601348,-11636033.786441648
173730,4346296.492160939,23511615.950043775,-11555346.32297107
173760,4383721.638822392,23544221.343767427,-11474437.465030821
173790,4421430.603676081,23576497.695451997,-11393308.761448106
173820,4459420.495558807,23608442.530984912,-11311961.765284715
173850,4497688.401757095,23640053.401651196,-11230398.033807276
173880,4536231.3882307075,23671327.88432129,-11148619.128457498
173910,4575046.499836819,23702263.581636995,-11066626.614822254
173940,4614130.760556905,23732858.12219533,-10984422.062603654
173970,4653481.173724212,23763109.160730533,-10902007.045588987
174000,4693094.722253474,23793014.378293958,-10819383.141620597
174030,4732968.368871937,23822571.482432015,-10736551.932565713
174060,4773099.056351933,23851778.20736207,-10653515.004286123
174090,4813483.707745263,23880632.31414623,-10570273.946607856
174120,4854119.226618398,23909131.590863276,-10486830.353290718
174150,4895002.4972902145,23937273.852778234,-10403185.821997788
174180,4936130.385070177,23965056.942510106,-10319341.954264836
174210,4977499.736498826,23992478.730197415,-10235300.355469618
174240,5019107.379588848,24019537.11366165,-10151062.63480118
174270,5060950.124068628,24046230.018568534,-10066630.405229002
174300,5103024.761626156,24072555.39858728,-9982005.283472115
174330,5145328.066155021,24098511.235547617,-9897188.88996814
174360,5187856.794001435,24124095.539594647,-9812182.848842228
174390,5230607.684212898,24149306.349341616,-9726988.787875958
174420,5273577.458787757,24174141.732020397,-9641608.338476155
174450,5316762.822926478,24198599.783629876,-9556043.135643613
174480,5360160.465283973,24222678.62908212,-9470294.81794176
174510,5403767.058223518,24246376.422346193,-9384365.027465286
174540,5447579.258071194,24269691.34659004,-9298255.409808649
174570,5491593.705372671,24292621.614319753,-9211967.614034537
174600,5535807.025150053,24315165.46751694,-9125503.292642254
174630,5580215.827160908,24337321.177773617,-9038864.101536065
174660,5624816.706157486,24359087.046424933,-8952051.699993422
174690,5669606.242148225,24380461.404679526,-8865067.75063317
174720,5714581.000659307,24401442.613747716,-8777913.919383656
174750,5759737.532998037,24422029.0649673,-8690591.875450796
174780,5805072.376517027,24442219.179927066,-8603103.291286062
174810,5850582.054879482,24462011.410588007,-8515449.8425544
174840,5896263.0783257885,24481404.23940215,-8427633.208102118
174870,5942111.94394041,24500396.17942918,-8339655.069924641
174900,5988125.135920908,24518985.774450533,-8251517.113134289
174930,6034299.1258470565,24537171.599081285,-8163221.025927938
174960,6080630.372951006,24554952.258879635,-8074768.4995546155
174990,6127115.324388966,24572326.390453998,-7986161.228283081
175020,6173750.415513412,24589292.661567666,-7897400.909369303
175050,6220532.07014603,24605849.77124126,-7808489.243023893
175080,6267456.700851946,24621996.449852582,-7719427.9323794795
175110,6314520.7092145495,24637731.45923418,-7630218.68345802
175140,6361720.486111493,24653053.592768453,-7540863.205138082
175170,6409052.411990766,24667961.67548043,-7451363.209122004
175200,6456512.857148743,24682454.564127948,-7361720.4099030765
175230,6504098.182007784,24696531.147289593,-7271936.524732616
175260,6551804.737395639,24710190.345450033,-7182013.273586996
175290,6599628.864824578,24723431.11108309,-7091952.379134631
175320,6647566.896772403,24736252.42873213,-7001755.5667029135
175350,6695615.156963004,24748653.315088227,-6911424.5642450685
175380,6743769.960648552,24760632.81906566,-6820961.102306991
175410,6792027.61489139,24772190.02187514,-6730366.913993985
175440,6840384.418847697,24783324.037094347,-6639643.7349375235
175470,6888836.664050655,24794034.01073617,-6548793.303261892
175500,6937380.634694913,24804319.121314377,-6457817.359550802
175530,6986012.607921296,24814178.57990678,-6366717.646813962
175560,7034728.854102351,24823611.63021588,-6275495.910453611
175590,7083525.63712799,24832617.54862718,-6184153.89823097
175620,7132399.214691812,24841195.644264787,-6092693.360232675
175650,7181345.838578338,24849345.259044565,-6001116.048837162
175680,7230361.754950073,24857065.767724816,-5909423.718680993
175710,7279443.204634992,24864356.5779545,-5817618.126625129
175740,7328586.423415274,24871217.13031872,-5725701.031721191
175770,7377787.642315362,24877646.898381885,-5633674.195177653
175800,7427043.087891098,24883645.38872832,-5541539.380325993
175830,7476348.982518941,24889212.14100023,-5449298.352586802
175860,7525701.544685494,24894346.7279332,-5356952.879435865
175890,7575096.989277634,24899048.75538918,-5264504.730370174
175920,7624531.527872167,24903317.862386968,-5171955.676873935
175950,7674001.369026883,24907153.721129943,-5079307.4923844915
175980,7723502.718570676,24910556.037031546,-4986561.95225826
176010,7773031.779894866,24913524.548737943,-4893720.833736584
176040,7822584.7542437,24916059.028148413,-4800785.915911557
176070,7872157.841006221,24918159.28043285,-4707758.979691843
176100,7921747.238007156,24919825.144047063,-4614641.807768416
176130,7971349.141798614,24921056.490745306,-4521436.184580281
176160,8020959.747951606,24921853.225590274,-4428143.896280176
176190,8070575.251347886,24922215.286960594,-4334766.730700203
176220,8120191.846471427,24922142.646555807,-4241306.4773174655
176250,8169805.727700347,24921635.309398662,-4147764.927219634
176280,8219413.089598606,24920693.313834958,-4054143.873070521
176310,8269010.127207987,24919316.73153078,-3960445.10907558
176340,8318593.0363393305,24917505.667467263,-3866670.430947411
176370,8368158.013864836,24915260.25993262,-3772821.6358712018
176400,8417701.25800912,24912580.68051185,-3678900.5224701716
176430,8467218.968641154,24909467.134073664,-3584908.890770964
176460,8516707.347565114,24905919.85875512,-3490848.5421690275
176490,8566162.598812193,24901939.12594337,-3396721.279393926
176520,8615580.928931205,24897525.240255166,-3302528.906474696
176550,8664958.547279658,24892678.53951367,-3208273.228705114
176580,8714291.666314363,24887399.394722715,-3113956.0526089636
176610,8763576.501881806,24881688.210038558,-3019579.1859052684
176640,8812809.27350853,24875545.42273902,-2925144.437473507
176670,8861986.204690546,24868971.50319034,-2830653.6173188216
176700,8911103.523183508,24861966.954810962,-2736108.536537154
176730,8960157.461291453,24854532.314033464,-2641511.0072804173
176760,9009144.256156152,24846668.150263324,-2546862.8427215987
176790,9058060.150045112,24838375.06583569,-2452165.857019879
176820,9106901.390640356,24829653.695969112,-2357421.8652856946
176850,9155664.231325662,24820504.708717257,-2262632.683545814
176880,9204344.931474099,24810928.804917708,-2167800.128708375
176910,9252939.756734781,24800926.718138468,-2072926.018527913
176940,9301444.979319405,24790499.214621834,-1978012.171570364
176970,9349856.878287861,24779647.09322588,-1883060.4071780555
177000,9398171.73983374,24768371.185363334,-1788072.54543468
177030,9446385.857569063,24756672.35493803,-1693050.4071302563
177060,9494495.532808717,24744551.498278745,-1597995.8137260769
177090,9542497.074853605,24732009.54407081,-1502910.5873196118
177120,9590386.801274331,24719047.453284882,-1407796.5506094652
177150,9638161.038193043,24705666.21910356,-1312655.5268602492
177180,9685816.120565623,24691866.866845265,-1217489.3398674878
177210,9733348.392462248,24677650.45388599,-1122299.8139224846
177240,9780754.207348358,24663018.069578104,-1027088.7737772096
177270,9828029.928363848,24647970.835167244,-931858.0446091339
177300,-377955.1296671827,26535574.475781303,-836609.3825099891
177330,-328463.5695748768,26539037.07210159,-741344.7456535881
177360,-278943.6024176821,26542065.822306134,-646065.8975389687
177390,-229399.02681186807,26544660.492711455,-550774.6646968935
177420,-179833.64327975322,26546820.882908393,-455472.87390782294
177450,-130251.2539584029,26548546.825777613,-360162.35216670344
177480,-80655.66230783865,26549838.187502593,-264844.9266477985
177510,-31050.672819921732,26550694.86758003,-169522.4246694798
177540,18559.909273987287,26551116.798827685,-74196.67365903301
177570,68172.27829447557,26551103.947389763,21130.498882553908
177600,117782.62840585719,26550656.312739596,116457.26541578674
177630,167387.1539081476,26549773.92767986,211781.79839787248
177660,216982.04952878886,26548456.858340215,307102.2703179348
177690,266563.5107146902,26546705.204172403,402416.85373220814
177720,316127.7339234431,26544519.097942755,497723.7212992553
177750,365670.91691559297,26541898.705722164,593021.0458151834
177780,415189.25904589595,26538844.226873524,688307.0002488226
177810,464678.9615546999,26535355.894036543,783579.7577769523
177840,514136.22785940545,26531433.9731101,878837.491819482
177870,563557.2638454994,26527078.76323199,974078.3760746602
177900,612938.2781576983,26522290.596756123,1069300.5845542597
177930,662275.482490418,26517069.839227196,1164502.2916187518
177960,711565.0918784062,26511416.889352776,1259681.6720125037
177990,760803.324987158,26505332.17897293,1354836.9008989346
178020,809986.4044025958,26498816.173027173,1449966.153895692
178050,859110.5569209552,26491869.369519044,1545067.6071097918
178080,908172.0138380283,26484492.299477972,1640139.4371727905
178110,957167.0112383396,26476685.52691876,1735179.8212758945
178140,1006091.7902837333,26468449.648798447,1830186.9372051167
178170,1054942.5975013156,26459785.294970654,1925158.9633763672
178200,1103715.6850719093,26450693.12813745,2020094.0788705794
178230,1152407.311116964,26441173.843798645,2114990.4634687877
178260,1201013.739985703,26431228.170198597,2209846.2976872195
178290,1249531.2425417532,26420856.868270494,2304659.762812352
178320,1297956.0964488187,26410060.731578168,2399429.040935963
178350,1346284.5864565521,26398840.58625531,2494152.314990185
