time_sow,X_m,Y_m,Z_m
172800,22615913.79354236,11237092.955030467,8568433.896337163
172830,22661216.663804885,11214976.143186536,8482037.479739925
172860,22706329.48819121,11192466.309408631,8395480.611529848
172890,22751248.918648984,11169565.16230798,8308764.956197795
172920,22795971.622330073,11146274.439430479,8221892.180634618
172950,22840494.281838298,11122595.907119196,8134863.954099075
172980,22884813.59547629,11098531.360374173,8047681.948185606
173010,22928926.277490854,11074082.622710641,7960347.8367922185
173040,22972829.058317076,11049251.546014786,7872863.296088391
173070,23016518.684821133,11024040.01039786,7785230.004482857
173100,23059991.9205418,10998449.924047697,7697449.642591536
173130,23103245.545930654,10972483.22307837,7609523.893205396
173160,23146276.358590707,10946141.871378316,7521454.441258292
173190,23189081.173513975,10919427.860455493,7433242.973794909
173220,23231656.823317427,10892343.20928124,7344891.179938645
173250,23274000.158477597,10864889.964131836,7256400.750859478
173280,23316108.04756371,10837070.198428258,7167773.379741894
173310,23357977.377469517,10808886.012573646,7079010.761752825
173340,23399605.053643566,10780339.533788946,6990114.594009527
173370,23440988.00031784,10751432.915946981,6901086.575547588
173400,23482123.16073526,10722168.339403844,6811928.407288823
173430,23523007.497375347,10692548.01082899,6722641.792009203
173460,23563637.99217857,10662574.163033016,6633228.434306943
173490,23604011.64676897,10632249.054793991,6543690.040570342
173520,23644125.482675426,10601574.970681332,6454028.318945855
173550,23683976.541551266,10570554.22087806,6364244.979306113
173580,23723561.885392122,10539189.141001642,6274341.7332179025
173610,23762878.596752487,10507482.091922157,6184320.293910183
173640,23801923.778960437,10475435.45957923,6094182.3762422195
173670,23840694.556330778,10443051.654796954,6003929.696671566
173700,23879188.0743765,10410333.113097183,5913563.9732221635
173730,23917401.5000187,10377282.294510696,5823086.9254524615
173760,23955332.021794736,10343901.68338674,5732500.274423514
173790,23992976.850064505,10310193.788201256,5641805.742667097
173820,24030333.21721543,10276161.141362607,5551005.054153864
173850,24067398.377865348,10241806.299016114,5460099.934261512
173880,24104169.609063867,10207131.84084665,5369092.10974299
173910,24140644.210491803,10172140.369879847,5277983.308694634
173940,24176819.50465905,10136834.512281107,5186775.260524486
173970,24212692.837100618,10101216.917153332,5095469.695920422
174000,24248261.576570675,10065290.256333012,5004068.346818513
174030,24283523.115235034,10029057.224184662,4912572.946371241
174060,24318474.868861746,9992520.537393307,4820985.228915848
174090,24353114.27700986,9955682.934755813,4729306.929942636
174120,24387438.803216163,9918547.176970553,4637539.78606333
174150,24421445.935180433,9881116.046425251,4545685.534979424
174180,24455133.18494849,9843392.346983403,4453745.9154506065
174210,24488498.089093473,9805378.903769404,4361722.667263167
174240,24521538.208895218,9767078.562951982,4269617.531198414
174270,24554251.130517785,9728494.191525852,4177432.249001206
174300,24586634.465185,9689628.677092358,4085168.563348337
174330,24618685.849354003,9650484.92763849,3992828.2178172003
174360,24650402.944886997,9611065.871314283,3900412.9568541767
174390,24681783.439220995,9571374.456208872,3807924.525743298
174420,24712825.045535453,9531413.650125358,3715364.6705748052
174450,24743525.50291809,9491186.440354068,3622735.1382138263
174480,24773882.576528728,9450695.833444329,3530037.676268938
174510,24803894.05776098,9409944.854975082,3437274.0330608957
174540,24833557.76440202,9368936.549324213,3344445.9575914023
174570,24862871.540790338,9327673.979436327,3251555.199511661
174600,24891833.257971488,9286160.22658918,3158603.509091354
174630,24920440.81385165,9244398.390159266,3065592.63718728
174660,24948692.133349225,9202391.587385742,2972524.335212285
174690,24976585.16854446,9160142.953133052,2879400.3551040185
174720,25004117.89882683,9117655.639652524,2786222.4492939035
174750,25031288.331040382,9074932.816342888,2692992.3706759713
174780,25058094.49962706,9031977.669509055,2599711.8725759233
174810,25084534.466767896,8988793.402120177,2506382.7087199846
174840,25110606.322521973,8945383.233566493,2413006.633204028
174870,25136308.184963334,8901750.39941504,2319585.4004625003
174900,25161638.200315915,8857898.151163887,2226120.7652376015
174930,25186594.54308606,8813829.755995648,2132614.482548369
174960,25211175.416193027,8769548.49652997,2039068.3076597927
174990,25235379.05109741,8725057.670574518,1945483.9960520435
175020,25259203.707927246,8680360.590875177,1851863.3033896275
175050,25282647.675602008,8635460.584865402,1758207.9854906772
175080,25305709.27195436,8590360.99441433,1664519.7982962283
175110,25328386.843849882,8545065.175573753,1570800.4978395228
175140,25350678.76730441,8499576.498324372,1477051.8402154013
175170,25372583.44759922,8453898.34632122,1383275.5815496568
175200,25394099.319394056,8408034.1166377,1289473.4779684495
175230,25415224.84683793,8361987.219508902,1195647.2855678739
175260,25435958.523677558,8315761.07807438,1101798.760383294
175290,25456298.873363674,8269359.1281196065,1007929.6583590482
175320,25476244.449155178,8222784.817816606,914041.7353179072
175350,25495793.83422083,8176041.607463909,820136.7469308029
175380,25514945.641738854,8129132.969225686,726216.4486863413
175410,25533698.514994163,8082062.386870107,632282.5958606572
175440,25552051.127473418,8034833.355506475,538336.9434870174
175470,25570002.182957783,7987449.381322373,444381.24632563145
175500,25587550.415613245,7939913.981319525,350417.2588335325
175530,25604694.590078946,7892230.683048966,256446.7351343097
175560,25621433.501552954,7844403.024345675,162471.4289881276
175590,25637765.975875873,7796434.553062444,68493.09376157445
175620,25653690.869612046,7748328.826803329,-25486.517602353026
175650,25669207.070128668,7700089.41265574,-119465.65261417713
175680,25684313.49567227,7651719.88692285,-213442.55926795126
175710,25699009.095443122,7603223.834854869,-307415.4860710954
175740,25713292.849667247,7554604.850379622,-401382.6820742877
175770,25727163.7696661,7505866.535832939,-495342.3969012951
175800,25740620.897923924,7457012.501688207,-589292.8807786842
175830,25753663.3081527,7408046.366285809,-683232.384565646
175860,25766290.105354972,7358971.755561204,-777159.159783544
175890,25778500.42588403,7309792.302773608,-871071.4586456943
175920,25790293.437501974,7260511.648233567,-964967.5340868545
175950,25801668.33943537,7211133.439030042,-1058845.6397928523
